scenario,seed,S,T0,N,max.followup.time,max.enroll.time,dropout.rate,base.haz,reg1.name,reg2.name,reg3.name,reg4.name,reg1.allctn,reg2.allctn,reg3.allctn,reg4.allctn,reg1.trtmt.hr,reg2.trtmt.hr,reg3.trtmt.hr,reg4.trtmt.hr
1,236112,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
2,227891,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
3,68436,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
4,247332,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
5,906414,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
6,311792,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
7,114899,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
8,452821,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
9,430641,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
10,70320,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
11,165221,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
12,602702,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
13,132810,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
14,298474,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
15,519353,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
16,290139,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
17,994024,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
18,652592,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
19,69863,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
20,31614,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
21,393330,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
22,775229,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
23,538679,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
24,105698,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
25,644015,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
26,174804,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
27,271865,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
28,297594,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
29,174241,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
30,202294,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
31,684745,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
32,268210,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
33,836210,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
34,779605,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
35,830812,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
36,820945,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
37,830838,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
38,968645,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
39,949317,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
40,151727,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
41,887158,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
42,350406,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
43,690835,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
44,943732,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
45,311249,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
46,66181,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
47,620743,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
48,679798,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
49,793362,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
50,754494,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
51,236726,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
52,491784,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
53,803248,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
54,387971,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
55,386614,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
56,998787,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
57,587659,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
58,245751,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
59,38002,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
60,699025,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
61,81009,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
62,77473,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
63,284269,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
64,635700,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
65,627698,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
66,348426,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
67,741510,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
68,150474,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
69,594810,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
70,578961,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
71,890981,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
72,113061,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
73,175804,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
74,880436,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
75,912161,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
76,830095,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
77,328656,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
78,596107,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
79,240857,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
80,380774,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
81,764644,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
82,277331,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
83,771936,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
84,180198,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
85,466902,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
86,692887,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
87,6984,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
88,839488,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
89,898018,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
90,415853,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
91,511761,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
92,165349,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
93,673335,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
94,1025856,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
95,484566,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
96,599119,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
97,320405,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
98,779864,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
99,852677,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
100,877047,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,0.868,0.868,0.868,0.868
101,203696,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
102,136720,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
103,276235,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
104,968219,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
105,848134,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
106,1025322,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
107,541110,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
108,211562,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
109,88921,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
110,762023,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
111,107323,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
112,24488,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
113,448944,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
114,1028479,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
115,432936,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
116,529919,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
117,368262,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
118,346819,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
119,584381,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
120,879763,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
121,620368,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
122,923861,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
123,260474,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
124,266584,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
125,441266,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
126,1007392,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
127,920375,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
128,909410,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
129,677986,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
130,954756,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
131,794055,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
132,769156,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
133,1037878,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
134,817427,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
135,643485,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
136,593514,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
137,509823,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
138,737103,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
139,291429,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
140,572189,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
141,887228,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
142,417311,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
143,400972,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
144,204678,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
145,584407,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
146,600657,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
147,394177,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
148,268259,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
149,639026,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
150,449178,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
151,837528,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
152,931304,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
153,33521,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
154,441059,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
155,812381,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
156,82739,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
157,998802,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
158,903362,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
159,864580,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
160,949856,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
161,229635,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
162,820246,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
163,520300,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
164,20386,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
165,273399,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
166,700984,4,4,9340,5,1.5,0.0082,0.0386,Reg1,Reg2,Reg3,Reg4,0.25,0.25,0.25,0.25,1,0.868,0.868,0.868
